,emit,attract,distance,y
1205,4.196299284745094,3.1780538303479458,9.726726484095282,0.27763173659827955
1208,4.196299284745094,3.1188344706879745,9.721558106356758,0.27763173659827955
1211,4.196299284745094,2.9601050959108397,9.808661200980538,1.7191887763932197
1212,4.196299284745094,2.866761892257031,9.375970418839705,0.14842000511827322
1239,4.196299284745094,1.843719208158766,9.798587217437317,0.058268908123975824
1268,2.4832385926873033,3.722797672317397,9.177878516199453,0.5306282510621704
1271,2.4832385926873033,3.3734835430946397,9.119762308107472,0.131028262406404
1279,2.4832385926873033,3.0763901765714454,9.261354994725899,0.6097655716208943
1286,2.4832385926873033,2.6658383522929006,8.997674694502614,0.26236426446749106
1330,1.410986973710262,5.495691725968284,9.523748583340472,0.03922071315328133
1408,2.190535589185423,3.722797672317397,9.169414714042697,1.2584609896100056
1470,3.1629401925378975,5.495691725968284,8.598808100033917,1.7544036826842861
1471,3.1629401925378975,4.88022284203973,7.367134507619875,0.7975071958841882
1482,3.1629401925378975,3.2950958507796098,9.447702745638095,0.6312717768418578
1484,3.1629401925378975,3.1970391302590264,9.38400115995452,0.29266961396282004
1489,3.1629401925378975,3.0763901765714454,9.405089592788386,0.16551443847757333
1513,3.1629401925378975,1.9110228900548727,9.869693012914626,0.8064758658669485
1540,4.078215180292217,5.495691725968284,9.052831733035632,3.628598523229006
1541,4.078215180292217,4.88022284203973,9.318968434010074,1.007957920399979
1542,4.078215180292217,4.45457982735559,9.312197433480494,0.6097655716208943
1546,4.078215180292217,4.090336540824562,8.908917846003177,0.9242589015233319
1548,4.078215180292217,3.722797672317397,9.81858549056979,0.0
1680,3.9396381724611196,5.495691725968284,8.925051722064698,2.086913556518537
1681,3.9396381724611196,4.88022284203973,7.8283887160846986,1.9050881545350582
1682,3.9396381724611196,4.45457982735559,7.821769985173801,1.8050046959780757
1683,3.9396381724611196,4.323602714536165,8.14592646348441,1.5518087995974639
1685,3.9396381724611196,4.086648355587631,7.632974054175845,1.1184149159642893
1689,3.9396381724611196,3.6264719939853194,7.675652263205788,0.14842000511827322
1690,3.9396381724611196,3.459466289786131,9.377561096900724,0.01980262729617973
1698,3.9396381724611196,3.1188344706879745,7.739096746307411,0.8329091229351039
1709,3.9396381724611196,2.6490076604684267,7.423985874030885,0.29266961396282004
1710,3.9396381724611196,2.641910398597665,7.711362086396334,0.11332868530700327
1750,2.8449093838194073,5.495691725968284,9.231075468799256,0.5538851132264376
1752,2.8449093838194073,4.45457982735559,8.392813432942718,0.14842000511827322
1754,2.8449093838194073,4.040943785494986,8.152305063439755,0.3364722366212129
1755,2.8449093838194073,4.086648355587631,8.337482637049328,0.3074846997479607
1816,2.8449093838194073,1.205970806988609,7.327356410553759,0.3074846997479607
1820,3.2741212990941793,5.495691725968284,9.305076256933194,0.5653138090500605
1821,3.2741212990941793,4.88022284203973,9.00593920808084,0.47000362924573563
1828,3.2741212990941793,3.722797672317397,7.648792618754123,1.297463147413275
1832,3.2741212990941793,3.2950958507796098,8.560421133073113,0.41871033485818504
1833,3.2741212990941793,3.221272949467922,8.379090764837395,1.0508216248317612
1834,3.2741212990941793,3.1970391302590264,8.408417344941798,0.7227059828014898
1839,3.2741212990941793,3.0763901765714454,7.955186143375616,0.23111172096338664
1848,3.2741212990941793,2.67000213346468,7.588955894374287,0.4054651081081644
1851,3.2741212990941793,2.6188546222977394,6.862392848527764,0.16551443847757333
1890,3.0184717605234805,5.495691725968284,9.372612835556854,0.6626879730752367
1891,3.0184717605234805,4.88022284203973,8.812938106188684,0.03922071315328133
1895,3.0184717605234805,4.086648355587631,8.737073298484201,0.23111172096338664
1951,3.0184717605234805,1.3962446919730587,8.430214022714733,0.4054651081081644
1960,1.8531680973566984,5.495691725968284,9.470362126278038,0.131028262406404
1977,1.8531680973566984,3.109060958860994,8.906188849297665,0.6097655716208943
2030,2.5756610130564646,5.495691725968284,8.824486796964768,0.712949807856125
2038,2.5756610130564646,3.722797672317397,9.120531904956776,0.44468582126144574
2058,2.5756610130564646,2.67000213346468,9.075565349221323,0.43178241642553783
2100,3.104586678466073,5.495691725968284,8.978323585314373,1.4951487660319727
2103,3.104586678466073,4.323602714536165,7.771869514060292,0.4824261492442928
2106,3.104586678466073,4.090336540824562,9.332077991143994,0.29266961396282004
2110,3.104586678466073,3.459466289786131,9.213936242826351,1.7850704810772584
2139,3.104586678466073,2.201659174404085,9.439327752311472,0.5423242908253617
2158,3.104586678466073,1.5769147207285403,9.354998849531293,0.6931471805599453
2180,1.308332819650179,3.459466289786131,9.8181750512419,0.41871033485818504
2240,3.6490985841020915,5.495691725968284,9.261736419873474,1.1755733298042381
2241,3.6490985841020915,4.88022284203973,8.508625637484686,1.6714733033535532
2242,3.6490985841020915,4.45457982735559,8.454146785687254,1.3812818192963463
2243,3.6490985841020915,4.323602714536165,8.512360929352628,0.7608058290337602
2244,3.6490985841020915,4.040943785494986,8.211955773232186,0.3220834991691132
2245,3.6490985841020915,4.086648355587631,8.411445339468672,1.6370530794670737
2255,3.6490985841020915,3.1780538303479458,8.441683140053867,1.8373699804801074
2310,2.9826470340053355,5.495691725968284,8.299328468184548,0.1823215567939546
2311,2.9826470340053355,4.88022284203973,9.05609992575025,0.7793248768009977
2326,2.9826470340053355,3.074543453978281,9.523722956881516,1.3402504226184837
2333,2.9826470340053355,2.714694743820879,9.291212753404091,0.5766133643039938
2342,2.9826470340053355,2.2617630984737906,9.468975561670387,1.1505720275988207
2354,2.9826470340053355,1.9572739077056285,9.333760786322946,0.26236426446749106
2450,2.0918640616783932,5.495691725968284,9.440000301753328,0.5068176023684519
2484,2.0918640616783932,2.298577071596507,9.247690534155177,0.2468600779315258
2526,1.937301774518713,4.090336540824562,9.503383342072478,0.01980262729617973
2590,2.6361960973342264,5.495691725968284,8.790866315869653,1.4539530095937054
2591,2.6361960973342264,4.88022284203973,6.944075672106453,0.3364722366212129
2660,2.474856313934499,5.495691725968284,8.730996066625051,0.26236426446749106
2661,2.474856313934499,4.88022284203973,6.866509890603441,0.8754687373538999
2663,2.474856313934499,4.323602714536165,7.6377051374202845,0.058268908123975824
2800,2.3589654264301534,5.495691725968284,8.685534585662396,0.0769610411361284
2808,2.3589654264301534,3.722797672317397,9.03802476020672,1.1052568313867783
2812,2.3589654264301534,3.2950958507796098,9.30035807342229,0.01980262729617973
2819,2.3589654264301534,3.0763901765714454,9.17917940414001,0.11332868530700327
2871,2.930660276810276,4.88022284203973,9.228398505948665,0.01980262729617973
2886,2.930660276810276,3.074543453978281,9.599131496443288,1.0784095813505903
2895,2.930660276810276,2.739548868161581,9.551001159736407,1.1939224684724346
2914,2.930660276810276,1.9572739077056285,9.428574705274489,0.5538851132264376
2924,2.930660276810276,1.7119945007591924,9.571767531620228,1.33500106673234
2940,2.278292400425001,5.495691725968284,8.832795203997883,0.5766133643039938
2950,2.278292400425001,3.459466289786131,9.275075010356119,0.26236426446749106
2962,2.278292400425001,2.866761892257031,9.421539512612169,0.6626879730752367
3080,3.293612170982218,5.495691725968284,9.108131892975884,0.01980262729617973
3081,3.293612170982218,4.88022284203973,8.165325452233112,0.01980262729617973
3088,3.293612170982218,3.722797672317397,9.167182072946732,0.47000362924573563
3091,3.293612170982218,3.3734835430946397,8.89225916057489,1.355835153635182
3092,3.293612170982218,3.2950958507796098,9.102687299862307,1.6331544390514163
3094,3.293612170982218,3.1970391302590264,9.020816455975366,1.6054298910365616
3097,3.293612170982218,3.109060958860994,9.5767541744558,0.0
3150,3.2771447329921766,5.495691725968284,9.484880954484595,0.62057648772511
3158,3.2771447329921766,3.722797672317397,8.208645258667591,0.2468600779315258
3161,3.2771447329921766,3.3734835430946397,6.8984136245422265,0.9783261227936078
3162,3.2771447329921766,3.2950958507796098,8.014108848084417,1.3454723665996355
3163,3.2771447329921766,3.221272949467922,7.621165796125126,1.7298840655099674
3167,3.2771447329921766,3.109060958860994,8.957984281096424,0.11332868530700327
3169,3.2771447329921766,3.0763901765714454,7.467379925695285,0.62057648772511
3178,3.2771447329921766,2.67000213346468,6.766232005489829,0.058268908123975824
3245,2.017566137961748,2.739548868161581,6.351268684249184,0.09531017980432493
3370,1.3962446919730587,3.459466289786131,8.577557577168323,0.26236426446749106
3382,1.3962446919730587,2.866761892257031,8.705611441305738,0.2468600779315258
3500,1.6448050562713916,5.495691725968284,8.343300658813178,1.1631508098056809
3640,1.085189268335969,5.495691725968284,8.84060471179408,0.6523251860396901
3711,2.186051276738094,4.88022284203973,9.07423558171676,0.0769610411361284
3715,2.186051276738094,4.086648355587631,9.12931967972117,0.5877866649021191
3780,3.055886196373738,5.495691725968284,9.272711904555116,1.1878434223960523
3781,3.055886196373738,4.88022284203973,8.534083916263537,2.1972245773362196
3782,3.055886196373738,4.45457982735559,8.48537039761472,0.4824261492442928
3783,3.055886196373738,4.323602714536165,8.5583601576769,0.23111172096338664
3784,3.055886196373738,4.040943785494986,8.264570353131678,0.27763173659827955
3990,2.739548868161581,5.495691725968284,9.118204630727925,0.19885085874516517
3991,2.739548868161581,4.88022284203973,8.177813274555826,1.0152306797290584
3993,2.739548868161581,4.323602714536165,8.173626847104874,1.572773928062509
3994,2.739548868161581,4.040943785494986,7.7189209275515385,0.058268908123975824
4000,2.739548868161581,3.459466289786131,9.27134699802559,0.2468600779315258
4060,1.6370530794670737,5.495691725968284,9.061533299769609,0.7701082216960737
4130,3.056827372913802,5.495691725968284,7.65673494182604,0.23111172096338664
4131,3.056827372913802,4.88022284203973,8.922713441233237,0.8919980393051105
4132,3.056827372913802,4.45457982735559,8.95279756130069,1.472472057360943
4133,3.056827372913802,4.323602714536165,8.915970032325527,0.131028262406404
4135,3.056827372913802,4.086648355587631,8.985448405868212,0.37843643572024505
4139,3.056827372913802,3.6264719939853194,8.964947904078016,1.7817091333745536
4200,2.882563575448353,5.495691725968284,8.139916080489545,0.7975071958841882
4201,2.882563575448353,4.88022284203973,8.922099745124433,0.7514160886839212
4225,2.882563575448353,2.739548868161581,9.373212203064053,1.0438040521731147
4232,2.882563575448353,2.2617630984737906,9.37951806407031,0.4054651081081644
4270,1.8531680973566984,5.495691725968284,8.924777406796396,0.19885085874516517
4340,1.9544450515051506,5.495691725968284,7.843808042965753,0.03922071315328133
4481,2.5289235352047745,4.88022284203973,9.130487896858329,0.23111172096338664
4484,2.5289235352047745,4.040943785494986,9.221985004622265,0.41871033485818504
4485,2.5289235352047745,4.086648355587631,9.182380856599623,1.3812818192963463
4620,1.2584609896100056,5.495691725968284,9.081462198814156,0.5877866649021191
4690,2.1447610078004784,5.495691725968284,9.047013096553384,0.3220834991691132
4691,2.1447610078004784,4.88022284203973,8.522224847314918,0.85015092936961
