Source,Target,Weight
AU,US,387.3597721791215
AU,GB,372.7180669397902
AU,FR,408.4105543689412
AU,ES,408.3113762324173
AU,IT,409.45899535725744
AU,DE,402.08962748563283
AU,MX,340.95198355878335
AU,CA,336.64528941097626
AU,JP,426.2017496506572
AU,NL,415.65253800039807
AU,BR,392.7247449322031
AU,TH,453.81378215818495
AU,ID,451.99593160884774
AU,MY,455.0334024957774
AU,SG,454.0269188426001
AU,BE,411.12542425181596
AU,AE,417.84407506838426
AU,CH,407.6229315645313
AU,PH,426.48023152765353
AU,IE,415.3082266043
AU,PT,419.28857977092235
AU,AR,408.0615168461942
AU,TR,414.6703953129275
AU,RU,413.6235545829052
AU,KW,416.39923456019585
AU,CN,420.6481072383534
AU,IN,410.0485616224873
AU,HK,432.6320126893686
AU,AT,412.24793825777834
CH,US,397.5861112049047
CH,GB,396.2935529826066
CH,FR,402.93087871443004
CH,ES,353.7037226375374
CH,IT,397.8269708458639
CH,DE,391.06069088431485
CH,MX,402.38235130242754
CH,CA,394.6857436329742
CH,JP,422.1398879981317
CH,NL,409.3495001581038
CH,BR,404.6805036597891
CH,TH,434.91348530110173
CH,ID,432.1629343254163
CH,MY,428.55798237008156
CH,SG,428.04776236475675
CH,BE,400.05889218576084
CH,AE,412.60056533357647
CH,AU,411.8705906173646
CH,PH,422.6026501577431
CH,IE,396.4599256603464
CH,PT,411.74049290466917
CH,AR,413.61988749160844
CH,TR,409.74082477856285
CH,RU,412.5033711152182
CH,KW,412.6789599925615
CH,CN,419.45466265468883
CH,IN,410.4739546986571
CH,HK,420.8992300155819
CH,AT,413.6021472253077
PH,US,394.9186683886925
PH,GB,371.8484579029491
PH,FR,416.32829061146236
PH,ES,413.74469643888676
PH,IT,417.71976647204286
PH,DE,412.8685519638186
PH,MX,350.1242337086869
PH,CA,344.0156748735235
PH,JP,459.66445842432563
PH,NL,422.8219364620758
PH,BR,392.5321424803947
PH,TH,471.64639421934237
PH,ID,469.1702140345607
PH,MY,479.7373866169973
PH,SG,492.9486624324802
PH,BE,409.78698762871954
PH,AE,423.65179773286167
PH,AU,427.2905394888559
PH,CH,406.7772585956054
PH,IE,426.773523535214
PH,PT,416.4873659542698
PH,AR,406.8831596908745
PH,TR,418.2384934143974
PH,RU,414.96998201252194
PH,KW,417.3707040337044
PH,CN,431.5822064365997
PH,IN,417.72068974917937
PH,HK,443.77106275136475
PH,AT,409.33477326478226
IE,US,344.09995143852876
IE,GB,432.81104600393104
IE,FR,371.31511619367166
IE,ES,382.6002351493136
IE,IT,410.59670316538705
IE,DE,405.15321323306443
IE,MX,354.01472910561773
IE,CA,352.88357930994755
IE,JP,391.3140400273334
IE,NL,406.4920364507162
IE,BR,401.33283566548005
IE,TH,395.51308511958206
IE,ID,399.7026643087567
IE,MY,398.49783468126407
IE,SG,396.6225021093073
IE,BE,429.3473331881915
IE,AE,407.3095555644282
IE,AU,394.728515413485
IE,CH,420.08341918477953
IE,PH,402.4685718107352
IE,PT,417.20177947959525
IE,AR,413.117770710686
IE,TR,410.57074944398465
IE,RU,414.0767794055706
IE,KW,408.15631998958594
IE,CN,403.99601251145225
IE,IN,405.8204347568277
IE,HK,408.08788534665194
IE,AT,413.0595409253741
PT,US,409.1616592247452
PT,GB,389.5857159228352
PT,FR,345.41405191352385
PT,ES,395.72458366241284
PT,IT,395.55314279615146
PT,DE,397.37165787229844
PT,MX,412.0375413846721
PT,CA,416.4799086354232
PT,JP,400.21822197945966
PT,NL,409.30514209753863
PT,BR,415.8814351722265
PT,TH,393.88926887081396
PT,ID,399.3829384342149
PT,MY,392.3900721149153
PT,SG,391.4198447398269
PT,BE,414.05074116372276
PT,AE,408.5808060067287
PT,AU,400.047159176111
PT,CH,420.29343733477396
PT,PH,404.25691570816946
PT,IE,393.62014449695727
PT,AR,412.12610562166026
PT,TR,408.899111917966
PT,RU,414.97576269164847
PT,KW,409.3032927073808
PT,CN,405.13116849531485
PT,IN,409.0408843790942
PT,HK,404.97803931382947
PT,AT,412.04187602690104
AR,US,385.6760900310135
AR,GB,369.55455686551227
AR,FR,397.66586744443146
AR,ES,424.39903846601015
AR,IT,405.5045186866032
AR,DE,395.2347660839554
AR,MX,362.1711371845345
AR,CA,385.4458040444726
AR,JP,388.78397385308114
AR,NL,421.64194338896954
AR,BR,412.96867255769934
AR,TH,393.20674611853286
AR,ID,395.23030051901014
AR,MY,399.85814546023374
AR,SG,396.97172239011775
AR,BE,416.60365886422017
AR,AE,412.4891644392833
AR,AU,401.0698474771974
AR,CH,421.10054782736927
AR,PH,397.3111662175153
AR,IE,416.4543203582826
AR,PT,407.081093464612
AR,TR,416.7620550278488
AR,RU,415.2093895573285
AR,KW,414.4697314825954
AR,CN,406.88549779793993
AR,IN,408.0347640886524
AR,HK,405.0132535970081
AR,AT,414.71266388894094
TR,US,422.394350952353
TR,GB,395.6433798765341
TR,FR,390.9632778822452
TR,ES,384.7003861773071
TR,IT,400.925732472421
TR,DE,395.71469053796966
TR,MX,408.3534998217582
TR,CA,403.53301388628194
TR,JP,414.09147778957157
TR,NL,403.88552809710256
TR,BR,407.9702648609132
TR,TH,421.8266847754897
TR,ID,422.13274796295264
TR,MY,422.36806504728895
TR,SG,421.39048831017266
TR,BE,406.1622079016566
TR,AE,409.02688128393544
TR,AU,413.4508378036338
TR,CH,408.2505361736388
TR,PH,417.4751676871823
TR,IE,402.6113414089956
TR,PT,407.6459533677908
TR,AR,411.45058346471944
TR,RU,412.637753883527
TR,KW,412.37936985801406
TR,CN,414.8519633600228
TR,IN,410.01387684130765
TR,HK,418.8110844135443
TR,AT,413.13051858838935
RU,US,394.5964932093388
RU,GB,390.6452492485585
RU,FR,402.3604553068053
RU,ES,401.0809398119855
RU,IT,405.29494327205737
RU,DE,406.6621842297819
RU,MX,398.58121743367855
RU,CA,388.326761137453
RU,JP,414.5099755507858
RU,NL,405.244200613504
RU,BR,409.5720053947596
RU,TH,421.4028958589978
RU,ID,420.93203543227696
RU,MY,425.9898772654044
RU,SG,423.87261577134007
RU,BE,411.2843763677816
RU,AE,412.10839899954385
RU,AU,417.96461822496315
RU,CH,410.3847975436419
RU,PH,417.8122541132754
RU,IE,409.43513073622233
RU,PT,412.84037354230003
RU,AR,414.58360159395835
RU,TR,412.4819323650822
RU,KW,413.1957999675199
RU,CN,417.72060884395427
RU,IN,413.6511979376548
RU,HK,419.7689645841047
RU,AT,414.1756982693576
KW,US,395.3310796474336
KW,GB,396.1178665104441
KW,FR,398.28585822585
KW,ES,395.36041738914713
KW,IT,404.6380562581318
KW,DE,402.88643804949146
KW,MX,400.8704466870351
KW,CA,406.20819792179736
KW,JP,417.250083119199
KW,NL,408.47737568539594
KW,BR,415.60312503845125
KW,TH,411.2648905522355
KW,ID,414.4557205829646
KW,MY,424.2776359468101
KW,SG,433.7258079991159
KW,BE,413.4824391612254
KW,AE,406.5417376313788
KW,AU,418.4721957603045
KW,CH,409.20690732452715
KW,PH,415.79491340009395
KW,IE,415.1544899903273
KW,PT,407.79465997463853
KW,AR,406.9599099908266
KW,TR,412.93205161027475
KW,RU,412.9700820992925
KW,CN,418.7213306060672
KW,IN,413.0778016758728
KW,HK,420.9774750446218
KW,AT,410.8274127442532
CN,US,403.08647974487695
CN,GB,391.759233530671
CN,FR,414.6235250865878
CN,ES,405.6554369563433
CN,IT,409.2499774664065
CN,DE,409.18844028780694
CN,MX,384.5290625211505
CN,CA,388.68163620240375
CN,JP,433.8359354278511
CN,NL,416.69028583138197
CN,BR,403.6750297935394
CN,TH,448.0447708419775
CN,ID,445.3823288869164
CN,MY,446.65179970592783
CN,SG,451.9777850532316
CN,BE,410.74045769631437
CN,AE,418.45893592221256
CN,AU,422.31508206433324
CN,CH,410.5123281056098
CN,PH,427.01785906735205
CN,IE,417.586688804543
CN,PT,414.7562434712507
CN,AR,410.7050277893574
CN,TR,415.167229036787
CN,RU,415.8531496230613
CN,KW,416.63745882496363
CN,IN,415.7788743467896
CN,HK,429.4990577146228
CN,AT,413.3248888122364
IN,US,401.3566607797841
IN,GB,376.71074087123
IN,FR,415.5897344925363
IN,ES,419.9628991647913
IN,IT,407.4427756833424
IN,DE,410.4747616194452
IN,MX,362.86925829380266
IN,CA,366.4975770436518
IN,JP,410.0093740102746
IN,NL,414.6385389486357
IN,BR,402.1709742059708
IN,TH,421.1297567178656
IN,ID,419.54084901706216
IN,MY,424.4638768819903
IN,SG,425.4523997395627
IN,BE,414.15646463034074
IN,AE,413.2740790051902
IN,AU,413.1966325754875
IN,CH,411.18982329379645
IN,PH,414.17116031132707
IN,IE,416.3011705555832
IN,PT,415.7946836372996
IN,AR,410.9143046331221
IN,TR,414.97247064262393
IN,RU,414.2527230336614
IN,KW,414.6069752371772
IN,CN,414.6020366350746
IN,HK,418.7486099713472
IN,AT,413.9378959230787
HK,US,396.2060838626502
HK,GB,405.62104313671637
HK,FR,420.8042527246635
HK,ES,406.9386506812477
HK,IT,416.2048544662846
HK,DE,416.9895641463522
HK,MX,395.8755943991513
HK,CA,390.3738508163299
HK,JP,445.0878676617534
HK,NL,419.7010388582259
HK,BR,406.3965329763047
HK,TH,460.29803844085944
HK,ID,456.9523490490209
HK,MY,461.31290569751513
HK,SG,461.4402604904434
HK,BE,411.89359069883517
HK,AE,419.2756413823502
HK,AU,427.54209609801967
HK,CH,412.77151285879876
HK,PH,434.65893183401283
HK,IE,418.5704780414395
HK,PT,416.33858473012157
HK,AR,411.4374839455487
HK,TR,415.6976835201827
HK,RU,414.41999311500956
HK,KW,418.28586521295597
HK,CN,426.94870933030137
HK,IN,417.657481037746
HK,AT,416.65625612252694
AT,US,408.08785546533306
AT,GB,425.62204267639953
AT,FR,379.76029396094293
AT,ES,385.13217845838466
AT,IT,408.10996445380954
AT,DE,374.97694036133004
AT,MX,415.29644357900924
AT,CA,413.8343995538061
AT,JP,411.40175887878286
AT,NL,401.9494014464636
AT,BR,406.2556934056356
AT,TH,417.56818453445527
AT,ID,418.0040787860353
AT,MY,415.84022471336255
AT,SG,416.28286295652464
AT,BE,407.51643063273383
AT,AE,407.7836024805398
AT,AU,407.59052833284176
AT,CH,407.2834679712637
AT,PH,412.50330300166064
AT,IE,394.33161700120615
AT,PT,404.33601197594606
AT,AR,408.2677018781893
AT,TR,410.0600064338755
AT,RU,409.6759298089079
AT,KW,412.4247785638612
AT,CN,411.4978591081571
AT,IN,403.8739475929031
AT,HK,416.7106279450568
