0,4,1,0
4,0,1,0
5,6,1,1
7,5,1,2
8,9,1,2
1,4,2,3
3,5,1,3
3,9,1,3
4,1,2,3
4,2,3,3
6,1,1,3
6,7,2,3
7,1,1,3
7,5,1,3
7,6,2,3
9,2,1,3
1,5,2,4
2,1,1,4
2,3,1,4
2,8,1,4
2,9,1,4
3,1,1,4
3,2,2,4
3,5,1,4
3,8,1,4
3,9,1,4
4,0,1,4
4,6,2,4
4,8,1,4
5,1,1,4
5,2,1,4
5,3,1,4
6,2,1,4
6,4,1,4
6,7,1,4
6,9,1,4
7,1,1,4
7,8,1,4
8,2,2,4
8,3,1,4
8,4,1,4
8,6,1,4
9,3,1,4
9,6,1,4
1,2,1,5
1,5,1,5
1,9,1,5
2,0,1,5
2,1,1,5
2,3,4,5
2,8,1,5
3,0,2,5
3,1,3,5
3,2,4,5
3,4,3,5
3,5,1,5
3,7,1,5
3,8,4,5
3,9,6,5
4,1,1,5
4,8,1,5
5,0,1,5
5,1,1,5
5,7,1,5
6,1,1,5
7,0,2,5
7,2,1,5
7,4,1,5
7,5,1,5
8,2,4,5
8,3,7,5
8,4,1,5
9,2,3,5
9,3,4,5
1,3,4,6
1,8,1,6
1,9,1,6
3,1,7,6
3,2,2,6
3,6,1,6
4,0,1,6
4,1,1,6
4,7,1,6
4,8,1,6
5,1,2,6
6,1,1,6
6,4,1,6
7,0,1,6
7,1,1,6
7,2,1,6
7,5,1,6
8,1,1,6
8,2,3,6
8,4,1,6
8,9,1,6
9,5,1,6
0,4,1,7
1,3,9,7
3,1,10,7
4,1,1,7
5,1,2,7
6,0,1,7
7,0,1,7
0,1,1,8
0,5,2,8
1,6,1,8
1,8,1,8
2,7,1,8
5,0,1,8
5,1,2,8
5,6,2,8
5,7,1,8
6,1,2,8
6,4,1,8
6,9,1,8
7,1,1,8
8,1,2,8
8,2,1,8
8,6,1,8
9,6,1,8
2,5,1,9
4,0,1,9
4,7,1,9
4,8,2,9
5,0,1,9
6,9,1,9
7,6,1,9
8,1,1,9
8,2,1,9
8,7,3,9
8,9,2,9
9,6,1,9
9,8,1,9
2,8,2,10
6,2,1,10
6,7,2,10
7,5,1,10
7,6,1,10
8,1,2,10
8,2,3,10
8,2,2,11
7,9,2,13
2,0,2,14
2,1,2,14
2,5,1,14
2,8,5,14
2,9,1,14
3,1,1,14
3,8,1,14
4,8,1,14
5,2,1,14
5,8,1,14
6,2,1,14
6,5,1,14
7,2,1,14
7,4,1,14
8,1,1,14
8,2,5,14
9,2,3,14
9,8,1,14
2,0,1,15
2,1,3,15
2,5,1,15
2,7,1,15
2,8,1,15
2,9,2,15
3,4,1,15
4,0,1,15
4,7,1,15
5,7,1,15
7,1,1,15
7,5,2,15
8,1,1,15
9,2,3,15
9,7,1,15
0,7,1,16
1,2,1,16
1,9,4,16
2,1,2,16
2,5,1,16
2,9,1,16
3,2,1,16
4,0,1,16
4,5,1,16
5,0,1,16
7,0,1,16
7,2,1,16
8,1,1,16
8,7,1,16
9,0,1,16
9,1,4,16
9,8,1,16
0,1,1,17
0,7,2,17
1,9,1,17
2,0,1,17
5,8,2,17
6,2,1,17
7,0,1,17
7,1,2,17
7,2,1,17
8,7,1,17
9,3,1,17
9,5,1,17
0,5,1,18
0,6,1,18
1,2,1,18
1,3,1,18
3,4,1,18
3,9,1,18
4,0,1,18
4,3,1,18
4,5,1,18
4,8,2,18
5,1,2,18
5,4,1,18
5,9,1,18
6,0,1,18
6,5,1,18
8,4,2,18
9,3,1,18
9,4,1,18
